mp_id,material,spectral_spread,freq_gap_max_THz,freq_gap_max_ratio,frac_sv2_below_median,spectral_entropy,n_modes,phonopy_version
216,Sc2O3,0.376359,1.2213,0.0585,0.629,0.9589,120,3.4.0
401,Sc2S3,0.343139,0.8278,0.0682,0.5675,0.9493,60,3.4.0
11022,ScAgO2,0.579198,3.5302,0.1757,0.6295,0.9624,24,3.4.0
973185,ScAgO2,0.587943,3.9083,0.1924,0.6534,0.946,12,3.4.0
4471,ScAlO3,0.395311,1.6823,0.0713,0.6036,0.9736,60,3.4.0
3642,ScCuO2,0.598391,3.6367,0.1629,0.6497,0.9388,24,3.4.0
4636,ScCuO2,0.605214,4.2232,0.1889,0.6893,0.9217,12,3.4.0
4661,ScOF,0.437509,2.4924,0.117,0.4965,0.9653,36,3.4.0
4662,ScOF,0.437515,2.4925,0.117,0.4965,0.9653,36,3.4.0
4200,ScPO4,0.630409,9.4163,0.2687,0.6735,0.8006,36,3.4.0
726,SeO2,0.732478,5.5347,0.205,0.4492,0.8358,72,3.4.0
147,Se,0.473415,1.0184,0.1407,0.7101,0.8934,18,3.4.0
28712,Si2Hg6O7,0.937624,6.827,0.2016,0.6069,0.7337,45,3.4.0
4497,Si2N2O,0.528953,5.1881,0.1448,0.6725,0.8989,30,3.4.0
17123,Si2Os,0.403208,1.6464,0.1099,0.5897,0.9143,72,3.4.0
569815,Si2Ru,0.334296,1.0135,0.0703,0.7335,0.9368,72,3.4.0
2245,Si3N4,0.465118,4.4791,0.1361,0.7925,0.9041,84,3.4.0
988,Si3N4,0.460872,5.3493,0.1614,0.7939,0.8926,42,3.4.0
2084,Si5Ir3,0.467667,0.5052,0.0332,0.7214,0.8669,192,3.4.0
3273,Si5P6O25,0.606695,6.0937,0.1543,0.6137,0.8976,108,3.4.0
1863,SiAs,0.571181,2.1952,0.144,0.8709,0.7435,36,3.4.0
7140,SiC,0.390444,6.5417,0.2298,0.9325,0.8166,12,3.4.0
8062,SiC,0.399619,8.067,0.2824,0.9424,0.7848,6,3.4.0
1818,SiF4,0.949173,11.7678,0.3857,0.7128,0.4171,15,3.4.0
978534,SiGe,0.508838,4.4397,0.3602,0.8637,0.7817,12,3.4.0
10851,SiO2,0.68312,8.7802,0.2356,0.7539,0.8001,27,3.4.0
11684,SiO2,0.641391,6.4372,0.1744,0.7275,0.7618,72,3.4.0
12787,SiO2,0.658442,7.4431,0.204,0.5689,0.8914,54,3.4.0
15078,SiO2,0.678492,8.0646,0.2123,0.7561,0.7746,162,3.4.0
16964,SiO2,0.680137,7.9881,0.2141,0.6238,0.8695,108,3.4.0
17909,SiO2,0.679653,7.5186,0.2037,0.5258,0.9,108,3.4.0
546546,SiO2,0.647766,5.7542,0.1571,0.7284,0.8089,27,3.4.0
553993,SiO2,0.646291,5.2325,0.1444,0.6149,0.8938,144,3.4.0
555740,SiO2,0.65209,6.0185,0.1598,0.5672,0.8952,72,3.4.0
6922,SiO2,0.683124,8.78,0.2356,0.7544,0.7995,27,3.4.0
6945,SiO2,0.6732,8.3849,0.2284,0.7243,0.8109,36,3.4.0
7000,SiO2,0.659129,7.6397,0.2095,0.6751,0.8551,27,3.4.0
7029,SiO2,0.673003,8.3727,0.2281,0.7238,0.8116,36,3.4.0
7087,SiO2,0.686982,10.5534,0.2768,0.9369,0.5804,36,3.4.0
8059,SiO2,0.680067,7.9542,0.2122,0.6413,0.824,72,3.4.0
8352,SiO2,0.707101,10.3404,0.2714,0.9136,0.5582,18,3.4.0
2488,SiOs,0.515725,2.7099,0.1768,0.8429,0.8159,24,3.4.0
4769,SiP2O7,0.600555,6.9074,0.1783,0.7359,0.7818,120,3.4.0
2798,SiP,0.479377,1.5608,0.0959,0.8915,0.8452,72,3.4.0
149,Si,0.459559,5.4077,0.3543,0.782,0.9203,6,3.4.0
165,Si,0.451518,3.9611,0.2628,0.8108,0.9336,12,3.4.0
1745,Sm2O3,0.559987,1.3284,0.0743,0.6227,0.9534,45,3.4.0
218,Sm2O3,0.507222,1.5456,0.0886,0.5095,0.9503,120,3.4.0
1403,Sm2S3,0.427097,0.9049,0.091,0.7644,0.9234,60,3.4.0
5598,Sm2SO2,0.522911,2.7781,0.1739,0.6216,0.9241,15,3.4.0
2883,Sm2Sn2O7,0.562394,1.4158,0.0659,0.5267,0.9623,66,3.4.0
3073,Sm2Te4O11,0.681754,2.5943,0.1102,0.6081,0.8559,102,3.4.0
3335,Sm2Ti2O7,0.55679,3.5464,0.1526,0.6322,0.9227,66,3.4.0
4408,Sm2Zr2O7,0.59828,3.4739,0.1504,0.4699,0.9511,66,3.4.0
21604,Sm3InS6,0.450262,1.2845,0.1104,0.7397,0.8752,120,3.4.0
3154,Sm3Sb5O12,0.634018,1.1005,0.0532,0.5034,0.9651,120,3.4.0
754217,SmIO,0.785648,5.2298,0.312,0.195,0.8402,18,3.4.0
3831,SmPO4,0.715117,9.225,0.2689,0.544,0.8293,72,3.4.0
3897,SmPS4,0.674874,3.9536,0.2258,0.769,0.7631,144,3.4.0
3317,SmRhO3,0.52709,1.5019,0.0803,0.6797,0.9273,60,3.4.0
3756,SmTaO4,0.613865,3.1144,0.1269,0.4333,0.972,36,3.4.0
1509,Sn2S3,0.491944,0.9737,0.1041,0.6867,0.9582,60,3.4.0
1443,Sn3F8,0.676286,2.4799,0.1447,0.3716,0.9389,66,3.4.0
2843,SnF2,0.62521,0.9195,0.063,0.4625,0.9492,72,3.4.0
2706,SnF4,0.727068,6.9307,0.3313,0.6864,0.7317,15,3.4.0
571146,SnICl,0.540374,1.234,0.1851,0.5315,0.9303,36,3.4.0
856,SnO2,0.545359,5.0519,0.2292,0.6038,0.8921,18,3.4.0
2097,SnO,0.576868,3.6572,0.2351,0.2717,0.924,12,3.4.0
4252,SnPS3,0.772519,3.3562,0.1932,0.8143,0.7088,60,3.4.0
2231,SnS,0.514776,2.0948,0.2525,0.3754,0.9126,24,3.4.0
665,SnSe2,0.414751,1.2935,0.1714,0.6715,0.9599,9,3.4.0
691,SnSe,0.439859,1.0982,0.2016,0.5449,0.9491,24,3.4.0
11919,Sr(BeN)2,0.613237,4.7206,0.1426,0.6186,0.913,30,3.4.0
4157,Sr(NO3)2,0.915022,15.1727,0.3465,0.6914,0.4439,108,3.4.0
3765,Sr(PO3)2,0.756265,4.8182,0.1273,0.467,0.8367,216,3.4.0
4578,Sr2GeS4,0.641683,3.4829,0.2742,0.8097,0.698,42,3.4.0
14283,Sr2InF7,0.481592,0.6566,0.0472,0.6854,0.8992,120,3.4.0
10556,Sr2LiReN4,0.736982,8.8824,0.306,0.5371,0.8338,48,3.4.0
3870,Sr2Nb2O7,0.644013,2.9241,0.1132,0.5686,0.8601,66,3.4.0
20222,Sr2NbInO6,0.619975,3.798,0.1643,0.5187,0.8744,60,3.4.0
4103,Sr2Sb2O7,0.594915,2.8443,0.1231,0.5188,0.9523,66,3.4.0
18510,Sr2SiO4,0.770364,9.0488,0.3029,0.5156,0.8157,84,3.4.0
3376,Sr2SnO4,0.729132,4.8362,0.2071,0.6327,0.8335,21,3.4.0
4287,Sr2SnO4,0.641781,2.8763,0.132,0.3524,0.932,84,3.4.0
17057,Sr2SnSe3F2,0.49335,0.9072,0.09,0.3403,0.949,96,3.4.0
770419,Sr2Zr7O16,0.501256,1.6019,0.0685,0.4045,0.9409,75,3.4.0
4632,Sr3(PO4)2,0.812833,9.7568,0.2842,0.536,0.6979,39,3.4.0
558642,Sr3Bi(ClO)3,0.738604,3.3937,0.1844,0.5889,0.8157,120,3.4.0
17149,Sr3ErRhO6,0.544213,2.0079,0.1141,0.6066,0.9043,66,3.4.0
1853,Sr3P14,0.591619,2.0875,0.1509,0.9456,0.6386,102,3.4.0
3349,Sr3Ti2O7,0.614579,6.7322,0.2749,0.3241,0.8136,36,3.4.0
3956,Sr3UO6,0.636308,2.4362,0.115,0.4131,0.9184,60,3.4.0
8877,Sr4Al6SO12,0.697754,4.4613,0.1621,0.5572,0.8819,69,3.4.0
4598,Sr4PtO6,0.558661,1.1815,0.0694,0.5622,0.9288,66,3.4.0
3094,SrAl2O4,0.631107,2.0621,0.0752,0.5826,0.9408,84,3.4.0
3788,SrAl4O7,0.586848,2.0411,0.0698,0.6118,0.9459,72,3.4.0
2630,SrC2,1.464167,47.0851,0.8414,0.9076,0.1376,9,3.4.0
3822,SrCO3,0.913224,12.1253,0.2618,0.5425,0.5994,60,3.4.0
21228,SrCuSeF,0.501453,1.6482,0.1499,0.4081,0.9557,24,3.4.0
981,SrF2,0.373411,2.0066,0.1754,0.6317,0.8966,9,3.4.0
1244,SrGe2,0.495135,1.8271,0.2192,0.8475,0.7578,72,3.4.0
3378,SrHfO3,0.655963,4.3613,0.1794,0.3579,0.882,60,3.4.0
3721,SrHfO3,0.69236,4.741,0.1912,0.6149,0.7915,30,3.4.0
4551,SrHfO3,0.822759,6.7376,0.254,0.8189,0.5285,15,3.4.0
4673,SrHfO3,0.681854,3.7338,0.1516,0.4031,0.9149,60,3.4.0
540688,SrIn2O4,0.504148,1.5862,0.0904,0.695,0.8998,84,3.4.0
7756,SrLiSb,0.632247,3.0327,0.2899,0.7809,0.7322,36,3.4.0
2131,SrN6,1.16673,23.4787,0.3402,0.7143,0.428,42,3.4.0
4591,SrNb2O6,0.591228,3.217,0.1223,0.4506,0.8846,108,3.4.0
2697,SrO2,0.990966,18.4886,0.6588,0.8601,0.3773,9,3.4.0
2472,SrO,0.457823,3.7491,0.2742,0.435,0.9566,6,3.4.0
12622,SrPdF4,0.600861,3.908,0.2302,0.6588,0.8684,36,3.4.0
1950,SrS2,0.603699,7.1012,0.499,0.7581,0.7207,18,3.4.0
1175,SrS3,0.725485,6.1395,0.4338,0.9077,0.6342,24,3.4.0
1087,SrS,0.366693,1.7935,0.2108,0.7856,0.892,6,3.4.0
770771,SrSc2O4,0.421135,1.7051,0.0881,0.7078,0.948,84,3.4.0
3395,SrSeO3,0.78381,7.6299,0.3196,0.6872,0.7433,30,3.4.0
4092,SrSeO4,0.79579,10.6804,0.3891,0.65,0.7401,72,3.4.0
2758,SrSe,0.298334,1.03,0.1726,0.7323,0.8682,6,3.4.0
4549,SrSiN2,0.678335,4.7372,0.1485,0.4798,0.9497,48,3.4.0
3978,SrSiO3,0.746927,5.8568,0.1744,0.5972,0.8154,90,3.4.0
2879,SrSnO3,0.604697,2.6907,0.1258,0.3735,0.8888,60,3.4.0
3252,SrTe3O8,0.572438,1.1677,0.0539,0.5908,0.9075,72,3.4.0
4274,SrTeO4,0.634318,2.6041,0.1127,0.5161,0.9233,72,3.4.0
1958,SrTe,0.332822,1.0102,0.2069,0.7957,0.8414,6,3.4.0
4651,SrTiO3,0.607942,7.3943,0.3004,0.5497,0.7968,30,3.4.0
3446,SrTm2O4,0.542739,2.0374,0.11,0.6533,0.8956,84,3.4.0
3311,SrUO4,0.700429,5.0589,0.205,0.3364,0.9364,72,3.4.0
558616,SrZnP2O7,0.739674,5.254,0.1516,0.7019,0.7847,132,3.4.0
3626,SrZrO3,0.63126,3.7891,0.16,0.475,0.9347,60,3.4.0
4387,SrZrO3,0.603178,5.2644,0.2261,0.4921,0.884,60,3.4.0
10390,Ta2O5,0.618622,4.3229,0.1488,0.3271,0.9632,42,3.4.0
4425,Ta2Pt3Se8,0.441695,0.8089,0.1006,0.8768,0.8616,78,3.4.0
4624,TaBO4,0.524506,3.3776,0.0977,0.5295,0.9412,36,3.4.0
4081,TaCu3Se4,0.46161,1.4658,0.1729,0.9334,0.7786,24,3.4.0
3102,TaCuS3,0.487047,1.6802,0.1341,0.8126,0.8914,60,3.4.0
4165,TaNO,0.538354,2.3262,0.0914,0.4218,0.9598,36,3.4.0
510,TaO2,0.585342,2.1564,0.0943,0.7761,0.7818,144,3.4.0
1056,Tb2O3,0.514768,1.9192,0.1062,0.5111,0.9418,120,3.4.0
2457,Tb2O3,0.563798,1.2678,0.0688,0.5724,0.9574,45,3.4.0
4602,Tb2Ti2O7,0.575937,3.916,0.164,0.5936,0.9368,66,3.4.0
20606,Tb3In5S12,0.491207,0.595,0.0558,0.7531,0.9345,120,3.4.0
3551,TbAgTe2,0.43754,0.5153,0.1008,0.7219,0.9377,24,3.4.0
4434,TbAlO3,0.471314,2.7546,0.1242,0.4246,0.9281,60,3.4.0
3248,TbAsO4,0.687071,7.6564,0.2844,0.6192,0.8253,36,3.4.0
11347,TbF3,0.443705,1.3841,0.0906,0.6286,0.9642,48,3.4.0
4340,TbPO4,0.693747,9.409,0.2726,0.6207,0.7717,36,3.4.0
4672,TbPS4,0.680732,3.9105,0.2211,0.7503,0.77,144,3.4.0
10782,TbRbSe2,0.378202,0.7276,0.1246,0.7414,0.9056,12,3.4.0
569507,TbTlSe2,0.480456,1.0783,0.1873,0.6488,0.9441,12,3.4.0
602,Te2Mo,0.45939,2.1155,0.241,0.8826,0.7933,18,3.4.0
554952,Te2Pb3(ClO3)2,0.854835,1.8083,0.0823,0.3986,0.8494,78,3.4.0
484,Te3As2,0.46295,0.6661,0.1095,0.5665,0.9501,30,3.4.0
1875,TeF6,0.79533,9.7222,0.4462,0.6683,0.4587,84,3.4.0
2125,TeO2,0.622021,2.2528,0.1031,0.3433,0.9323,72,3.4.0
2739,TeO2,0.652697,5.0088,0.2181,0.3438,0.8993,36,3.4.0
557,TeO2,0.652758,5.0102,0.2182,0.3438,0.8993,36,3.4.0
2552,TeO3,0.535709,4.9881,0.2009,0.715,0.8269,24,3.4.0
1666,Th2S5,0.444131,0.814,0.072,0.6511,0.9275,84,3.4.0
2392,Th2Se5,0.358808,1.0074,0.1337,0.8505,0.681,84,3.4.0
7768,Th2SeN2,0.670348,4.6256,0.2577,0.4219,0.9054,15,3.4.0
467,Th3N4,0.644584,2.738,0.1434,0.338,0.96,21,3.4.0
27697,ThI4,0.438559,0.2774,0.0596,0.648,0.9547,60,3.4.0
643,ThO2,0.502056,3.9048,0.2222,0.4561,0.8041,9,3.4.0
1146,ThS2,0.475146,1.076,0.1048,0.5767,0.9481,36,3.4.0
5836,ThSiO4,0.660093,6.793,0.2225,0.5131,0.858,36,3.4.0
7651,ThSiO4,0.678099,7.5937,0.2443,0.4385,0.9054,72,3.4.0
4733,ThTi2O6,0.52084,1.7671,0.0725,0.5603,0.9516,54,3.4.0
504427,Ti3PbO7,0.572167,2.5877,0.095,0.3896,0.9637,66,3.4.0
866154,TiBeIr2,0.468216,3.7031,0.2674,0.5898,0.8327,12,3.4.0
924130,TiNiSn,0.33294,2.1151,0.244,0.8737,0.8374,9,3.4.0
1439,TiO2,0.459267,4.5482,0.1833,0.557,0.9528,36,3.4.0
1840,TiO2,0.490839,3.3053,0.1292,0.5242,0.9595,72,3.4.0
2657,TiO2,0.513129,5.5022,0.2311,0.7091,0.8868,18,3.4.0
390,TiO2,0.532458,4.5803,0.1818,0.5925,0.9248,18,3.4.0
775938,TiO2,0.485006,2.8268,0.1112,0.6416,0.905,108,3.4.0
753048,TiSnO4,0.510698,1.1889,0.0506,0.6553,0.9286,54,3.4.0
17986,TiTl2O3,0.854471,3.3024,0.142,0.2498,0.9376,72,3.4.0
667,Tl2S,0.694174,1.8445,0.2623,0.2375,0.8226,81,3.4.0
543028,Tl2TeO3,0.990939,7.2375,0.3428,0.3157,0.7867,144,3.4.0
4584,Tl3BO3,1.119704,8.9263,0.2484,0.7492,0.4616,42,3.4.0
4160,Tl3PSe4,0.974084,5.2045,0.4236,0.683,0.6594,96,3.4.0
23380,Tl3PbI5,0.42667,0.1659,0.0518,0.658,0.9423,108,3.4.0
4762,TlAg3S2,0.761106,1.1804,0.1293,0.4825,0.8951,72,3.4.0
29238,TlAgSe,0.581837,0.903,0.1752,0.4173,0.9483,36,3.4.0
5874,TlAgTe,0.573579,0.7787,0.176,0.4262,0.9354,36,3.4.0
28442,TlAs5S8,0.633242,0.7057,0.061,0.6419,0.9157,168,3.4.0
28809,TlBS3,0.824133,4.1604,0.1852,0.7156,0.7924,60,3.4.0
2632,TlF3,0.547045,1.5543,0.1042,0.4091,0.9786,48,3.4.0
2175,TlF,0.709956,2.4158,0.3399,0.5546,0.7809,6,3.4.0
720,TlF,0.64487,1.5772,0.1658,0.154,0.9554,24,3.4.0
3785,TlGaTe2,0.650047,1.0881,0.1638,0.6526,0.8623,24,3.4.0
3075,TlGeS2,0.773977,2.9956,0.2412,0.5375,0.8894,96,3.4.0
870,TlN3,1.393699,22.4673,0.3442,0.5487,0.3488,24,3.4.0
541487,TlPt2Se3,0.483597,0.7338,0.109,0.7217,0.9406,36,3.4.0
3267,TlSb5S8,0.603771,0.2898,0.0286,0.6378,0.8814,168,3.4.0
39,Tl,0.489264,0.0407,0.0162,0.7919,0.5718,3,3.4.0
4324,Tm2CdS4,0.513152,1.3263,0.1291,0.7466,0.902,42,3.4.0
1767,Tm2O3,0.523491,2.3835,0.1271,0.5173,0.9379,120,3.4.0
2309,Tm2S3,0.47498,0.9346,0.0864,0.7428,0.9062,60,3.4.0
3556,Tm2SO2,0.55033,3.2011,0.1918,0.5822,0.9314,15,3.4.0
3334,Tm2Sn2O7,0.594691,1.4775,0.0654,0.5029,0.9672,66,3.4.0
558534,Tm3B5O12,0.558536,0.8338,0.024,0.4401,0.9625,240,3.4.0
640324,TmCuPbSe3,0.462366,0.6936,0.1145,0.7959,0.9336,72,3.4.0
2275,UF6,0.874712,9.6566,0.4976,0.5389,0.6447,84,3.4.0
1776,UN2,0.547212,4.6947,0.2262,0.8559,0.5405,9,3.4.0
375,UO3,0.722338,11.8816,0.4702,0.4193,0.7563,12,3.4.0
3516,UTeO5,0.732651,2.234,0.0789,0.2709,0.9278,84,3.4.0
3762,VCu3S4,0.50585,2.3763,0.1719,0.9384,0.6669,24,3.4.0
224,WS2,0.412696,4.975,0.3814,0.8706,0.7961,18,3.4.0
1821,WSe2,0.381348,2.2783,0.2482,0.8812,0.826,18,3.4.0
753917,Y2HfO5,0.551518,1.8573,0.0833,0.5336,0.969,48,3.4.0
755537,Y2HfO5,0.550401,2.3053,0.1019,0.4745,0.9564,48,3.4.0
2652,Y2O3,0.438869,0.9898,0.0539,0.6178,0.9603,120,3.4.0
541289,Y2S3,0.408357,0.4491,0.0417,0.8213,0.9141,90,3.4.0
17404,Y2Si2O7,0.665667,6.0543,0.1959,0.6208,0.864,132,3.4.0
3520,Y2SiO5,0.655979,7.8053,0.2534,0.6407,0.8396,96,3.4.0
3370,Y2Sn2O7,0.553263,1.4575,0.0657,0.5577,0.9523,66,3.4.0
3050,Y3Al5O12,0.47206,2.1238,0.0832,0.5775,0.9476,240,3.4.0
5409,Y4Al2O9,0.595014,3.1421,0.1169,0.63,0.8926,180,3.4.0
30250,YAgO2,0.64469,3.129,0.1604,0.5808,0.9389,24,3.4.0
3792,YAlO3,0.435705,2.3081,0.1034,0.4762,0.9463,60,3.4.0
2918,YCuO2,0.654997,4.7149,0.2141,0.5978,0.9033,24,3.4.0
10533,YCuS2,0.486445,1.4022,0.1252,0.682,0.9151,48,3.4.0
2416,YF3,0.406122,1.482,0.0962,0.7088,0.9411,48,3.4.0
3637,YOF,0.45549,2.0397,0.1151,0.657,0.934,18,3.4.0
23220,YbCl2,0.464321,0.9004,0.1134,0.572,0.9584,72,3.4.0
570418,YbI2,0.425552,0.8252,0.2028,0.6829,0.8825,9,3.4.0
1216,YbO,0.578052,5.4309,0.3443,0.2559,0.8683,6,3.4.0
1820,YbS,0.490677,3.347,0.3792,0.7273,0.8225,6,3.4.0
286,YbSe,0.363701,1.3236,0.2279,0.8498,0.8559,6,3.4.0
1779,YbTe,0.344335,0.9624,0.2149,0.8282,0.8608,6,3.4.0
3188,Zn(SbO3)2,0.550389,2.4201,0.1048,0.6643,0.8981,54,3.4.0
3789,Zn2SiO4,0.680122,6.9224,0.238,0.7288,0.7757,126,3.4.0
3502,Zn2Te3O8,0.65117,1.4553,0.066,0.4357,0.9482,78,3.4.0
14921,Zn4B6SeO12,0.581051,2.1728,0.0646,0.3152,0.9512,69,3.4.0
1873,ZnF2,0.492483,2.4655,0.1617,0.5348,0.9558,18,3.4.0
2979,ZnGeN2,0.558437,4.2217,0.1779,0.8177,0.8154,48,3.4.0
4524,ZnGeP2,0.494173,3.0213,0.2566,0.9272,0.8475,24,3.4.0
1986,ZnO,0.556879,6.5323,0.3971,0.637,0.8743,6,3.4.0
2133,ZnO,0.55059,5.5465,0.3366,0.6939,0.8422,12,3.4.0
1392,ZnP2,0.509657,1.2234,0.0877,0.8883,0.8577,72,3.4.0
2782,ZnP2,0.510495,1.8042,0.1266,0.8822,0.8522,72,3.4.0
3342,ZnPS3,0.673079,3.4624,0.1959,0.8148,0.775,30,3.4.0
10281,ZnS,0.490018,3.0023,0.2929,0.9331,0.8305,24,3.4.0
9946,ZnS,0.493263,2.9214,0.2858,0.9367,0.8249,36,3.4.0
18373,ZnSe2O5,0.704424,4.5733,0.1795,0.5556,0.8924,96,3.4.0
1190,ZnSe,0.45203,2.6599,0.3634,0.8788,0.9139,6,3.4.0
380,ZnSe,0.445718,2.0479,0.2795,0.8862,0.9239,12,3.4.0
3595,ZnSiAs2,0.55205,3.9027,0.3157,0.8905,0.8238,24,3.4.0
4763,ZnSiP2,0.50611,2.56,0.1696,0.8717,0.8942,24,3.4.0
4175,ZnSnP2,0.525103,3.6889,0.3472,0.9368,0.8124,24,3.4.0
2176,ZnTe,0.466053,2.138,0.3516,0.9147,0.8267,6,3.4.0
4325,Zr(SO4)2,0.714432,9.729,0.2494,0.6766,0.7515,132,3.4.0
277,Zr3N4,0.52296,1.3432,0.0579,0.6465,0.9518,84,3.4.0
23162,ZrCl2,0.362255,2.1062,0.1971,0.899,0.7944,9,3.4.0
8042,ZrGeO4,0.521544,2.3796,0.0989,0.6072,0.9512,36,3.4.0
924129,ZrNiSn,0.305096,1.3524,0.1756,0.8678,0.8738,9,3.4.0
2574,ZrO2,0.524908,3.4066,0.1586,0.5024,0.941,18,3.4.0
2858,ZrO2,0.473364,3.0473,0.128,0.467,0.975,36,3.4.0
1186,ZrS2,0.418325,2.1308,0.2075,0.7873,0.9658,9,3.4.0
756361,ZrSeO,0.56484,4.3601,0.2541,0.8349,0.7578,36,3.4.0
4820,ZrSiO4,0.602819,6.9138,0.2119,0.6243,0.8553,36,3.4.0
4759,ZrTe3O8,0.676358,2.9073,0.1143,0.5127,0.8761,144,3.4.0
